S.No,HS,AS,CT,NC,TLD,ALD,MD,TLA,ALA,MLA,TLC,ALC,MLC,TDO,MO,MiC,MaC,LOC,CC,CA,CE,SC,CLOC,CD,NL,DIT,CBO,RFC,LCOM,NOC,CBOI,TNM,TNPM,TNLM,TNS,TNG,TNA,TestCount,CS,JC,SD,JW,DL,LCS,NG
0,0.0182,0.0003,0.0,8,42,5.25,28,74,9.25,28,116,14.5,56,3,0.75,2,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0.0,0.043227665706051875,0.08287292817679558,0.6515386700630188,271.0,394.0,0.22991687059402466
1,0.0182,0.0003,0.0,6,22,3.6666666666666665,19,41,6.833333333333333,19,63,10.5,38,2,0.8333333333333334,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.019448399508203772,0.1096938775510204,0.19770114942528735,0.536993682384491,5186.0,5207.0,0.046162188053131104
2,0.0002,0.0003,0.0,8,66,8.25,52,117,14.625,52,183,22.875,104,3,0.75,2,1,14.0,2.0,0.0,0.0,3.0,10.0,0.416667,0.0,1.0,3.0,2.0,0.0,0.0,0.0,10.0,3.0,2.0,0.0,2.0,6.0,0,0.0,0.06164383561643835,0.11612903225806452,0.6496208310127258,280.0,419.0,0.20914125442504883
3,0.0189,0.0015,15.999999999999998,18,36,2.0,7,183,10.166666666666666,138,219,12.166666666666666,138,8,0.4444444444444444,8,0,94.0,13.0,1.0,13.0,34.0,11.0,0.104762,3.0,4.0,3.0,20.0,2.0,0.0,1.0,37.0,28.0,7.0,4.0,9.0,18.0,1,0.0,0.06147540983606557,0.11583011583011583,0.5514487028121948,320.0,333.0,0.09556788206100464
4,0.0190,0.0041,57.63095238095238,7,36,5.142857142857143,30,66,9.428571428571429,30,102,14.571428571428571,60,3,0.7142857142857143,2,1,8.0,1.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.010098119088180946,0.09803921568627451,0.17857142857142858,0.6435862183570862,401.0,546.0,0.2522851824760437
5,0.0298,0.0061,38.23809523809524,11,312,28.363636363636363,277,633,57.54545454545455,277,945,85.9090909090909,554,3,0.7272727272727273,2,1,220.0,68.0,22.0,0.0,68.0,12.0,0.0517241,0.0,0.0,0.0,68.0,14.0,0.0,7.0,68.0,68.0,68.0,3.0,50.0,8.0,1,0.007109752986962941,0.08955223880597014,0.1643835616438356,0.5905995965003967,994.0,1101.0,0.15860652923583984
6,0.0299,0.0074,18.73809523809524,9,189,21.0,165,373,41.44444444444444,165,562,62.44444444444444,330,3,0.7777777777777778,2,1,117.0,40.0,9.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,39.0,16.0,0.0,8.0,39.0,39.0,39.0,11.0,11.0,7.0,1,0.005789733572989636,0.12235649546827794,0.2180349932705249,0.5662646293640137,1941.0,2024.0,0.09828287363052368
7,0.0184,0.0061,0.0,11,56,5.090909090909091,42,106,9.636363636363637,42,162,14.727272727272727,84,4,0.5454545454545454,4,0,20.0,5.0,6.0,2.0,6.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,0.0,6.0,5.0,5.0,5.0,0.0,3.0,2.0,1,0.0,0.09818181818181818,0.17880794701986755,0.6554059386253357,271.0,385.0,0.23268699645996094
8,0.0004,0.0010,2.0,2,0,0.0,0,42,21.0,29,42,21.0,29,2,0.5,0,2,18.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,1.0,1,0.0028964381263932274,0.0970464135021097,0.17692307692307693,0.5536274909973145,2436.0,2509.0,0.08057397603988647
9,0.0135,0.0011,21.0,11,99,9.0,83,182,16.545454545454547,83,281,25.545454545454547,166,3,0.8181818181818182,2,1,49.0,10.0,1.0,6.0,22.0,0.0,0.0,1.0,3.0,5.0,13.0,2.0,0.0,1.0,25.0,24.0,7.0,3.0,6.0,8.0,0,0.009803782178051989,0.10404624277456648,0.18848167539267016,0.5502119660377502,1452.0,1566.0,0.1127886176109314
10,0.0222,0.0003,8.5,7,69,9.857142857142858,65,134,19.142857142857142,65,203,29.0,130,2,0.8571428571428571,1,1,38.0,9.0,23.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,5.0,7.0,8.0,2.0,8.0,0.0,2.0,5.0,0,4.7061543727265295E-4,0.11009174311926606,0.19834710743801653,0.6292290091514587,326.0,475.0,0.19512194395065308
11,0.0273,0.0007,12.0,8,122,15.25,116,252,31.5,116,374,46.75,232,3,0.75,2,1,92.0,17.0,2.0,10.0,35.0,0.0,0.0,0.0,1.0,9.0,27.0,1.0,0.0,1.0,17.0,14.0,17.0,0.0,11.0,7.0,0,8.033185243649538E-4,0.07947019867549669,0.147239263803681,0.6219451427459717,300.0,440.0,0.17615175247192383
12,0.0002,0.0018,3.5999999999999996,7,38,5.428571428571429,33,71,10.142857142857142,33,109,15.571428571428571,66,2,0.8571428571428571,1,1,12.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,2.0,10.0,2.0,3.0,0.0,2.0,5.0,1,2.791495637926812E-4,0.11187214611872145,0.20123203285420946,0.6233122944831848,657.0,787.0,0.20023417472839355
13,0.0002,0.0011,1.6,6,36,6.0,33,69,11.5,33,105,17.5,66,2,0.8333333333333334,1,1,12.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,1.0,10.0,2.0,3.0,0.0,2.0,5.0,0,0.0,0.07716049382716049,0.14326647564469913,0.6752132773399353,347.0,486.0,0.2332613468170166
14,0.0002,0.0011,1.6,7,37,5.285714285714286,33,70,10.0,33,107,15.285714285714286,66,2,0.8571428571428571,1,1,12.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,1.0,10.0,2.0,3.0,0.0,2.0,5.0,0,0.0,0.07764705882352942,0.14410480349344978,0.5917596817016602,1151.0,1266.0,0.13846707344055176
15,0.0002,0.0011,1.6,6,36,6.0,33,69,11.5,33,105,17.5,66,2,0.8333333333333334,1,1,12.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,1.0,10.0,2.0,3.0,0.0,2.0,5.0,0,0.0,0.05862068965517241,0.11074918566775244,0.6289887428283691,268.0,330.0,0.22437673807144165
16,0.0002,0.0011,1.6,6,35,5.833333333333333,32,67,11.166666666666666,32,102,17.0,64,2,0.8333333333333334,1,1,12.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,1.0,10.0,2.0,3.0,0.0,2.0,5.0,0,0.0,0.058419243986254296,0.11038961038961038,0.637168288230896,271.0,340.0,0.2229917049407959
17,0.0311,0.0007,0.3333333333333333,12,129,10.75,82,210,17.5,82,339,28.25,164,5,0.5833333333333334,5,0,55.0,1.0,0.0,0.0,47.0,7.0,0.112903,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.06206896551724138,0.11688311688311688,0.6380950808525085,269.0,334.0,0.22437673807144165
18,0.0134,0.0003,0.0,20,171,8.55,99,271,13.55,129,442,22.1,198,5,0.5,5,0,45.0,7.0,0.0,4.0,27.0,22.0,0.328358,1.0,4.0,6.0,8.0,1.0,0.0,0.0,45.0,39.0,4.0,8.0,18.0,14.0,0,0.0,0.061855670103092786,0.11650485436893204,0.6323304176330566,268.0,338.0,0.22714680433273315
19,0.0311,0.0003,0.0,9,61,6.777777777777778,46,105,11.666666666666666,46,166,18.444444444444443,92,5,0.5555555555555556,4,1,15.0,3.0,0.0,0.0,5.0,7.0,0.318182,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0,0.0,0.058419243986254296,0.11038961038961038,0.6354520320892334,271.0,334.0,0.2229917049407959
20,0.0319,0.0022,30.0,7,111,15.857142857142858,76,212,30.285714285714285,76,323,46.142857142857146,152,2,0.8571428571428571,1,1,66.0,8.0,8.0,1.0,37.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,3.0,9.0,7.0,9.0,0.0,3.0,5.0,1,0.04902658151124745,0.11797752808988764,0.21105527638190955,0.5938597321510315,770.0,911.0,0.17307692766189575
21,0.0162,0.0017,61.25,4,61,15.25,59,120,30.0,59,181,45.25,118,3,0.5,0,3,32.0,4.0,2.0,12.0,21.0,0.0,0.0,0.0,1.0,11.0,16.0,3.0,0.0,1.0,11.0,8.0,4.0,0.0,3.0,5.0,1,0.045204983739389186,0.13893967093235832,0.24398073836276082,0.60218745470047,1085.0,1192.0,0.16027086973190308
22,0.0223,0.0017,19.0,17,103,6.0588235294117645,62,176,10.352941176470589,62,279,16.41176470588235,124,6,0.5294117647058824,6,0,32.0,6.0,1.0,0.0,13.0,6.0,0.157895,1.0,1.0,1.0,5.0,1.0,0.0,1.0,5.0,5.0,5.0,0.0,3.0,2.0,0,0.06278488235884462,0.12464589235127478,0.2216624685138539,0.7410533302708676,284.0,405.0,0.20221608877182007
23,0.0491,0.0052,1019.4499999999998,47,610,12.97872340425532,254,936,19.914893617021278,254,1546,32.8936170212766,508,6,0.5319148936170213,6,0,174.0,42.0,7.0,27.0,64.0,71.0,0.289796,2.0,3.0,22.0,59.0,6.0,0.0,5.0,54.0,46.0,32.0,5.0,13.0,16.0,1,0.004681907351048173,0.1111111111111111,0.2,0.5652721524238586,1323.0,1424.0,0.12953531742095947
24,0.0221,0.0003,0.0,7,34,4.857142857142857,31,66,9.428571428571429,31,100,14.285714285714286,62,2,0.8571428571428571,1,1,9.0,2.0,0.0,1.0,2.0,1.0,0.1,0.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0,0.0,0.07729468599033816,0.14349775784753363,0.629386842250824,635.0,762.0,0.20637786388397217
25,0.0152,0.0003,123.75458952811894,15,85,5.666666666666667,51,143,9.533333333333333,51,228,15.2,102,4,0.7333333333333333,4,0,23.0,6.0,0.0,8.0,10.0,4.0,0.148148,1.0,3.0,6.0,10.0,1.0,0.0,1.0,20.0,16.0,2.0,1.0,6.0,13.0,0,0.004960868454617913,0.10570824524312897,0.19120458891013384,0.6075080633163452,714.0,853.0,0.18777531385421753
26,0.0048,0.0003,26.075490196078434,8,34,4.25,25,60,7.5,25,94,11.75,50,4,0.625,3,1,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,22.0,17.0,1.0,1.0,6.0,13.0,0,0.029979505906249027,0.09902912621359224,0.18021201413427562,0.5337633490562439,5312.0,5335.0,0.04743361473083496
27,0.0373,0.0003,14.0,8,41,5.125,28,75,9.375,28,116,14.5,56,4,0.625,3,1,11.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,8.886692817094441E-4,0.10948905109489052,0.19736842105263158,0.6774190068244934,256.0,382.0,0.27562326192855835
28,0.0004,0.0010,1.0,6,38,6.333333333333333,27,65,10.833333333333334,27,103,17.166666666666668,54,3,0.6666666666666666,2,1,5.0,1.0,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.07212475633528265,0.13454545454545455,0.5744051933288574,1504.0,1577.0,0.1300448179244995
29,0.0007,0.0003,0.0,24,248,10.333333333333334,105,344,14.333333333333334,144,592,24.666666666666668,210,5,0.4583333333333333,5,0,40.0,9.0,0.0,7.0,18.0,25.0,0.384615,1.0,4.0,7.0,14.0,5.0,0.0,0.0,80.0,68.0,7.0,21.0,23.0,36.0,0,0.0,0.057692307692307696,0.10909090909090909,0.6350584626197815,618.0,761.0,0.21172839403152466
30,0.0005,0.0003,0.0,9,28,3.111111111111111,16,72,8.0,62,100,11.11111111111111,62,4,0.4444444444444444,4,0,13.0,3.0,0.0,2.0,2.0,8.0,0.380952,0.0,5.0,4.0,5.0,1.0,0.0,0.0,57.0,40.0,3.0,9.0,15.0,32.0,0,0.0,0.07666666666666666,0.14241486068111456,0.6690124869346619,258.0,350.0,0.2631579041481018
31,0.0629,0.0003,0.0,6,12,2.0,6,113,18.833333333333332,97,125,20.833333333333332,97,3,0.6666666666666666,2,1,48.0,9.0,0.0,4.0,27.0,22.0,0.314286,1.0,0.0,7.0,8.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,2.0,0,9.097443783337212E-4,0.0949367088607595,0.17341040462427745,0.6794615387916565,270.0,413.0,0.2340720295906067
32,0.0005,0.0003,0.0,17,55,3.235294117647059,16,99,5.823529411764706,57,154,9.058823529411764,57,6,0.4117647058823529,6,0,12.0,3.0,0.0,2.0,2.0,11.0,0.478261,0.0,4.0,4.0,5.0,1.0,0.0,0.0,52.0,37.0,3.0,8.0,13.0,30.0,0,0.0021696952074120876,0.06439393939393939,0.12099644128113879,0.6096017360687256,284.0,316.0,0.1772853136062622
33,0.0374,0.0021,2.0,8,18,2.25,8,108,13.5,86,126,15.75,86,5,0.5,4,1,42.0,10.0,1.0,2.0,20.0,18.0,0.3,2.0,0.0,3.0,4.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,0,0.03378107880037338,0.11092436974789915,0.19969742813918306,0.5950935482978821,1125.0,1225.0,0.14970719814300537
34,0.0005,0.0003,0.0,3,2,0.6666666666666666,1,46,15.333333333333334,44,48,16.0,44,3,0.3333333333333333,0,3,13.0,2.0,0.0,1.0,2.0,7.0,0.35,0.0,5.0,4.0,3.0,1.0,0.0,0.0,45.0,36.0,2.0,7.0,15.0,20.0,0,0.015637293316313652,0.1227154046997389,0.2186046511627907,0.6692454814910889,408.0,555.0,0.26766782999038696
35,0.0005,0.0003,0.0,4,4,1.0,2,48,12.0,44,52,13.0,44,3,0.5,0,3,13.0,2.0,0.0,1.0,2.0,7.0,0.35,0.0,4.0,4.0,3.0,1.0,0.0,0.0,41.0,33.0,2.0,6.0,13.0,18.0,0,6.660507534178776E-4,0.102803738317757,0.1864406779661017,0.5977964997291565,1003.0,1112.0,0.16423356533050537
36,0.0011,0.0032,618.5,10,83,8.3,67,159,15.9,67,242,24.2,134,6,0.5,5,0,41.0,9.0,6.0,9.0,9.0,0.0,0.0,0.0,3.0,6.0,18.0,1.0,25.0,26.0,22.0,21.0,9.0,4.0,5.0,10.0,0,0.021581979058549878,0.12056737588652482,0.21518987341772153,0.6629996299743652,468.0,615.0,0.25468748807907104
37,0.0013,0.0017,0.9375,9,37,4.111111111111111,29,67,7.444444444444445,29,104,11.555555555555555,58,5,0.5555555555555556,4,1,11.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,2.0,22.0,21.0,1.0,4.0,5.0,10.0,1,0.022240528751905617,0.10337972166998012,0.1873873873873874,0.6230568885803223,761.0,887.0,0.18775933980941772
38,0.0263,0.0017,2.270833333333333,14,126,9.0,77,189,13.5,77,315,22.5,154,5,0.6428571428571429,5,0,30.0,7.0,1.0,8.0,16.0,2.0,0.0625,1.0,4.0,5.0,10.0,1.0,0.0,2.0,23.0,22.0,2.0,4.0,5.0,11.0,1,0.007273445958554376,0.09558823529411764,0.174496644295302,0.665064811706543,500.0,626.0,0.24374079704284668
39,0.0202,0.0007,28.0,9,58,6.444444444444445,38,97,10.777777777777779,38,155,17.22222222222222,76,4,0.6666666666666666,3,1,12.0,3.0,0.0,2.0,6.0,5.0,0.294118,1.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.10966057441253264,0.1976470588235294,0.6434052586555481,444.0,594.0,0.2462809681892395
40,0.0208,0.0003,0.0,11,105,9.545454545454545,91,196,17.818181818181817,91,301,27.363636363636363,182,4,0.7272727272727273,3,1,67.0,42.0,0.0,4.0,58.0,0.0,0.0,1.0,4.0,3.0,6.0,1.0,0.0,1.0,23.0,21.0,2.0,4.0,6.0,10.0,0,0.0,0.11315789473684211,0.2033096926713948,0.6405051350593567,438.0,587.0,0.25166112184524536
41,0.0002,0.0008,12.5,9,32,3.5555555555555554,25,58,6.444444444444445,25,90,10.0,50,5,0.5555555555555556,4,1,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,2.0,22.0,21.0,1.0,4.0,5.0,10.0,0,0.0,0.0881542699724518,0.1620253164556962,0.6200544238090515,612.0,746.0,0.2155279517173767
42,0.0008,0.0003,0.0,10,44,4.4,37,82,8.2,37,126,12.6,74,5,0.5,4,0,14.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,23.0,22.0,2.0,4.0,5.0,11.0,0,0.0,0.06666666666666667,0.125,0.6434841752052307,257.0,353.0,0.2686980366706848
43,0.0026,0.0017,0.9375,9,31,3.4444444444444446,24,55,6.111111111111111,24,86,9.555555555555555,48,5,0.5555555555555556,4,1,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,2.0,22.0,21.0,1.0,4.0,5.0,10.0,1,0.005767050700673489,0.09798994974874371,0.17848970251716248,0.6135668754577637,650.0,782.0,0.19614923000335693
44,0.0002,0.0003,0.0,10,39,3.9,30,70,7.0,30,109,10.9,60,6,0.5,5,0,6.0,1.0,0.0,0.0,1.0,6.0,0.5,0.0,4.0,2.0,1.0,1.0,0.0,1.0,22.0,21.0,1.0,4.0,5.0,10.0,0,0.0,0.05244755244755245,0.09966777408637874,0.6393561959266663,264.0,328.0,0.24099725484848022
45,0.0005,0.0017,0.9375,9,32,3.5555555555555554,25,57,6.333333333333333,25,89,9.88888888888889,50,5,0.5555555555555556,4,1,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,2.0,22.0,21.0,1.0,4.0,5.0,10.0,1,0.0,0.10410958904109589,0.18858560794044665,0.657562255859375,368.0,501.0,0.26070040464401245
46,0.0005,0.0017,0.9375,9,30,3.3333333333333335,24,55,6.111111111111111,24,85,9.444444444444445,48,5,0.5555555555555556,4,1,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,2.0,22.0,21.0,1.0,4.0,5.0,10.0,1,0.0026054822424239235,0.10526315789473684,0.19047619047619047,0.6589753031730652,538.0,674.0,0.23167359828948975
47,0.0016,0.0017,7.6875,9,47,5.222222222222222,41,90,10.0,41,137,15.222222222222221,82,5,0.5555555555555556,4,1,19.0,4.0,1.0,6.0,7.0,0.0,0.0,1.0,4.0,4.0,8.0,1.0,0.0,2.0,23.0,22.0,2.0,4.0,5.0,11.0,1,0.005599520858242626,0.10626702997275204,0.1921182266009852,0.6454058289527893,501.0,642.0,0.22406017780303955
48,0.0005,0.0003,0.0,7,39,5.571428571428571,34,73,10.428571428571429,34,112,16.0,68,3,0.7142857142857143,2,1,6.0,1.0,0.0,1.0,1.0,9.0,0.6,0.0,4.0,2.0,2.0,1.0,0.0,1.0,22.0,21.0,1.0,4.0,5.0,10.0,0,0.0,0.06920415224913495,0.12944983818770225,0.6588306427001953,256.0,329.0,0.257617712020874
49,0.0016,0.0017,7.6875,9,46,5.111111111111111,40,88,9.777777777777779,40,134,14.88888888888889,80,5,0.5555555555555556,4,1,19.0,4.0,1.0,6.0,7.0,0.0,0.0,1.0,4.0,4.0,8.0,1.0,0.0,2.0,23.0,22.0,2.0,4.0,5.0,11.0,1,9.106904670452607E-4,0.08227848101265822,0.15204678362573099,0.6694159507751465,282.0,419.0,0.2119113802909851
50,0.0197,0.0017,7.6875,11,57,5.181818181818182,45,104,9.454545454545455,45,161,14.636363636363637,90,5,0.5454545454545454,5,0,23.0,5.0,1.0,7.0,10.0,0.0,0.0,1.0,4.0,4.0,9.0,1.0,0.0,2.0,23.0,22.0,2.0,4.0,5.0,11.0,1,0.0,0.05244755244755245,0.09966777408637874,0.637427568435669,264.0,328.0,0.24099725484848022
51,0.0021,0.0003,0.0,10,57,5.7,49,108,10.8,49,165,16.5,98,5,0.6,4,1,24.0,5.0,0.0,6.0,10.0,2.0,0.0769231,1.0,4.0,4.0,8.0,1.0,0.0,1.0,23.0,22.0,2.0,4.0,5.0,11.0,0,0.038926980065814326,0.07920792079207921,0.14678899082568808,0.6553705930709839,262.0,341.0,0.2548476457595825
52,0.0005,0.0017,0.9375,10,36,3.6,29,66,6.6,29,102,10.2,58,6,0.5,5,0,6.0,1.0,1.0,1.0,1.0,5.0,0.454545,0.0,4.0,2.0,2.0,1.0,0.0,2.0,22.0,21.0,1.0,4.0,5.0,10.0,1,0.0,0.05818181818181818,0.10996563573883161,0.630012571811676,269.0,324.0,0.2257617712020874
53,0.0005,0.0017,0.9375,10,35,3.5,28,64,6.4,28,99,9.9,56,6,0.5,5,0,6.0,1.0,1.0,1.0,1.0,5.0,0.454545,0.0,4.0,2.0,2.0,1.0,0.0,2.0,22.0,21.0,1.0,4.0,5.0,10.0,1,0.0,0.05357142857142857,0.1016949152542373,0.6293310523033142,269.0,329.0,0.22714680433273315
54,0.0005,0.0003,0.0,7,39,5.571428571428571,34,73,10.428571428571429,34,112,16.0,68,3,0.7142857142857143,2,1,6.0,1.0,0.0,1.0,1.0,9.0,0.6,0.0,4.0,2.0,2.0,1.0,0.0,1.0,22.0,21.0,1.0,4.0,5.0,10.0,0,0.06501117219545534,0.07829181494661921,0.14521452145214522,0.6470373272895813,259.0,327.0,0.257617712020874
55,0.0016,0.0017,7.6875,10,58,5.8,51,111,11.1,51,169,16.9,102,5,0.5,4,0,19.0,4.0,1.0,6.0,7.0,9.0,0.321429,1.0,4.0,4.0,8.0,1.0,0.0,2.0,23.0,22.0,2.0,4.0,5.0,11.0,1,0.0,0.06646525679758308,0.12464589235127478,0.6981907486915588,259.0,381.0,0.26454293727874756
56,0.0005,0.0017,0.9375,9,29,3.2222222222222223,23,53,5.888888888888889,23,82,9.11111111111111,46,5,0.5555555555555556,4,1,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,2.0,22.0,21.0,1.0,4.0,5.0,10.0,1,0.003597503720045265,0.07671957671957672,0.14250614250614252,0.6999470591545105,284.0,420.0,0.23740053176879883
57,0.0026,0.0017,0.9375,9,30,3.3333333333333335,24,55,6.111111111111111,24,85,9.444444444444445,48,5,0.5555555555555556,4,1,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,2.0,22.0,21.0,1.0,4.0,5.0,10.0,1,0.0,0.06646525679758308,0.12464589235127478,0.7077132195977293,257.0,377.0,0.27008312940597534
58,0.0027,0.0018,23.0,11,107,9.727272727272727,82,189,17.181818181818183,82,296,26.90909090909091,164,2,0.9090909090909091,1,1,40.0,9.0,1.0,3.0,16.0,9.0,0.183673,1.0,0.0,3.0,8.0,1.0,0.0,1.0,5.0,3.0,5.0,0.0,3.0,3.0,0,0.0,0.07058823529411765,0.13186813186813187,0.692345917224884,274.0,406.0,0.22991687059402466
59,0.0006,0.0025,17.0,13,121,9.307692307692308,75,195,15.0,75,316,24.307692307692307,150,3,0.8461538461538461,2,1,42.0,12.0,2.0,3.0,16.0,2.0,0.0454545,1.0,0.0,1.0,9.0,1.0,0.0,2.0,6.0,4.0,6.0,0.0,3.0,2.0,1,0.0,0.06545454545454546,0.12286689419795221,0.6296754479408264,269.0,327.0,0.2257617712020874
60,0.0022,0.0003,12.0,14,158,11.285714285714286,59,233,16.642857142857142,59,391,27.928571428571427,118,2,0.9285714285714286,1,1,44.0,10.0,2.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,6.0,1.0,6.0,0.0,1.0,2.0,0,5.984021977142313E-4,0.07520891364902507,0.13989637305699482,0.6861597895622253,294.0,437.0,0.21727746725082397
61,0.0007,0.0003,5.0,10,134,13.4,88,222,22.2,88,356,35.6,176,2,0.9,1,1,46.0,11.0,3.0,0.0,17.0,11.0,0.192982,1.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,5.0,7.0,0.0,1.0,2.0,0,0.0,0.06884057971014493,0.1288135593220339,0.6256044507026672,268.0,329.0,0.22714680433273315
62,0.0256,0.0019,18.0,11,56,5.090909090909091,42,101,9.181818181818182,42,157,14.272727272727273,84,3,0.8181818181818182,2,1,20.0,7.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0738255033557047,0.1375,0.6650084853172302,260.0,336.0,0.252077579498291
63,0.0395,0.0003,0.0,14,274,19.571428571428573,201,465,33.214285714285715,201,739,52.785714285714285,402,5,0.7142857142857143,4,1,117.0,37.0,0.0,7.0,50.0,32.0,0.214765,4.0,3.0,4.0,21.0,1.0,0.0,1.0,30.0,26.0,14.0,5.0,12.0,14.0,0,0.0,0.07333333333333333,0.13664596273291926,0.6666325926780701,258.0,341.0,0.257617712020874
64,0.0001,0.0006,106.16666666666667,3,1,0.3333333333333333,1,37,12.333333333333334,35,38,12.666666666666666,35,3,0.3333333333333333,0,3,10.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,1.0,6.0,3.0,2.0,0.0,2.0,3.0,0,0.003583955664267995,0.07512953367875648,0.13975903614457832,0.6951041221618652,290.0,430.0,0.2255936861038208
65,0.0099,0.0003,192.20499622926093,12,79,6.583333333333333,59,141,11.75,59,220,18.333333333333332,118,3,0.8333333333333334,2,1,27.0,5.0,0.0,7.0,11.0,0.0,0.0,1.0,3.0,8.0,11.0,1.0,0.0,1.0,22.0,18.0,4.0,1.0,7.0,12.0,0,0.0,0.05952380952380952,0.11235955056179775,0.6908703446388245,261.0,379.0,0.2590027451515198
66,0.0085,0.0003,142.54166666666669,12,92,7.666666666666667,66,166,13.833333333333334,66,258,21.5,132,4,0.75,3,1,39.0,6.0,1.0,9.0,18.0,0.0,0.0,1.0,4.0,11.0,14.0,3.0,0.0,1.0,36.0,24.0,5.0,1.0,4.0,9.0,0,0.0,0.05860805860805861,0.11072664359861592,0.6198787689208984,266.0,325.0,0.22991687059402466
67,0.0024,0.0077,152.51900183150184,15,130,8.666666666666666,91,228,15.2,91,358,23.866666666666667,182,4,0.8,3,1,52.0,12.0,7.0,12.0,12.0,6.0,0.103448,0.0,3.0,9.0,24.0,2.0,0.0,6.0,34.0,31.0,12.0,2.0,12.0,11.0,1,0.0,0.05244755244755245,0.09966777408637874,0.6279938220977783,265.0,327.0,0.2396121621131897
68,0.0321,0.0003,0.0,52,669,12.865384615384615,291,1034,19.884615384615383,291,1703,32.75,582,7,0.5576923076923077,7,0,223.0,48.0,0.0,22.0,76.0,23.0,0.0934959,3.0,2.0,25.0,59.0,6.0,0.0,0.0,42.0,41.0,37.0,3.0,15.0,15.0,0,0.008751924126961803,0.10526315789473684,0.19047619047619047,0.5484769940376282,2090.0,2171.0,0.091849684715271
69,0.0244,0.0012,3.242857142857143,18,101,5.611111111111111,59,166,9.222222222222221,59,267,14.833333333333334,118,6,0.4444444444444444,6,0,29.0,6.0,1.0,0.0,10.0,5.0,0.147059,1.0,1.0,1.0,5.0,1.0,0.0,1.0,5.0,5.0,5.0,0.0,3.0,2.0,0,0.006832402158237661,0.10368663594470046,0.18789144050104384,0.6088523864746094,779.0,912.0,0.1757451295852661
